chrom,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockstart,blockSizes,blockStarts,blackend,start,end,Intron,severity
18010ref1,2565,2779,JUNC00000036,5,+,2565,2779,255;0;0,2,24,150,0,64,2589,2629,40,0
18010ref1,2450,2763,JUNC00000037,2,+,2450,2763,255;0;0,2,148,150,0,163,2598,2613,15,0
18010ref1,2570,2779,JUNC00000038,5,+,2570,2779,255;0;0,2,44,150,0,59,2614,2629,15,0
18010ref1,2593,2801,JUNC00000039,19,+,2593,2801,255;0;0,2,26,149,0,59,2619,2652,33,0
18010ref1,2623,2823,JUNC00000040,15,+,2623,2823,255;0;0,2,47,147,0,53,2670,2676,6,0
18010ref1,2637,2990,JUNC00000041,18,+,2637,2990,255;0;0,2,45,150,0,203,2682,2840,158,0
18010ref1,2667,2960,JUNC00000042,138,+,2667,2960,255;0;0,2,139,146,0,147,2806,2814,8,0
18010ref1,2721,2989,JUNC00000043,137,+,2721,2989,255;0;0,2,85,149,0,119,2806,2840,34,0
18010ref1,2697,2989,JUNC00000044,8,+,2697,2989,255;0;0,2,130,149,0,143,2827,2840,13,0
18010ref1,3023,3346,JUNC00000045,153,+,3023,3346,255;0;0,2,148,150,0,173,3171,3196,25,0
18010ref1,3218,3412,JUNC00000046,3,-,3218,3412,255;0;0,2,39,128,0,66,3257,3284,27,0
18010ref1,3611,3815,JUNC00000047,16,+,3611,3815,255;0;0,2,20,150,0,54,3631,3665,34,0
18010ref1,3770,4120,JUNC00000048,2,-,3770,4120,255;0;0,2,132,150,0,200,3902,3970,68,0
18010ref1,3831,4137,JUNC00000049,6,-,3831,4137,255;0;0,2,149,148,0,158,3980,3989,9,0
18010ref1,3954,4297,JUNC00000050,457,+,3954,4297,255;0;0,2,105,148,0,195,4059,4149,90,0
18010ref1,4125,4418,JUNC00000051,21,+,4125,4418,255;0;0,2,132,147,0,146,4257,4271,14,0
18010ref1,4449,4705,JUNC00000052,404,-,4449,4705,255;0;0,2,48,150,0,106,4497,4555,58,0
18010ref1,4713,5235,JUNC00000053,308,-,4713,5235,255;0;0,2,150,148,0,374,4863,5087,224,0
18010ref1,4848,5165,JUNC00000054,3,-,4848,5165,255;0;0,2,145,150,0,167,4993,5015,22,0
18010ref1,5021,6728,JUNC00000055,1,+,5021,6728,255;0;0,2,43,108,0,1599,5064,6620,1556,0
18010ref1,5535,5778,JUNC00000056,20,-,5535,5778,255;0;0,2,65,145,0,98,5600,5633,33,0
18010ref1,5586,5923,JUNC00000057,830,+,5586,5923,255;0;0,2,150,148,0,189,5736,5775,39,0
18010ref1,5695,6126,JUNC00000058,68,+,5695,6126,255;0;0,2,149,146,0,285,5844,5980,136,0
18010ref1,5955,6256,JUNC00000059,6,+,5955,6256,255;0;0,2,150,146,0,155,6105,6110,5,0
18010ref1,6404,6710,JUNC00000060,639,-,6404,6710,255;0;0,2,150,150,0,156,6554,6560,6,0
18010ref1,6929,7641,JUNC00000061,4,+,6929,7641,255;0;0,2,144,147,0,565,7073,7494,421,0
18010ref1,7361,7726,JUNC00000062,24,-,7361,7726,255;0;0,2,150,148,0,217,7511,7578,67,0
18010ref1,7539,7730,JUNC00000063,2,+,7539,7730,255;0;0,2,121,34,0,157,7660,7696,36,0
18010ref1,7708,8122,JUNC00000064,12,+,7708,8122,255;0;0,2,147,149,0,265,7855,7973,118,0
18010ref1,7723,7968,JUNC00000065,68,-,7723,7968,255;0;0,2,143,52,0,193,7866,7916,50,0
18010ref1,7725,8028,JUNC00000066,109,-,7725,8028,255;0;0,2,150,148,0,155,7875,7880,5,0
18010ref1,7920,7970,JUNC00000067,1,-,7920,7970,255;0;0,2,22,8,0,42,7942,7962,20,0
18010ref1,8872,9233,JUNC00000068,243,+,8872,9233,255;0;0,2,49,150,0,211,8921,9083,162,0
18010ref1,8773,9078,JUNC00000069,2850,+,8773,9078,255;0;0,2,150,150,0,155,8923,8928,5,0
18010ref1,9659,9973,JUNC00000070,2161,-,9659,9973,255;0;0,2,150,149,0,165,9809,9824,15,0
18010ref1,9787,10280,JUNC00000071,2,-,9787,10280,255;0;0,2,37,114,0,379,9824,10166,342,0
18010ref1,9817,10119,JUNC00000072,2,+,9817,10119,255;0;0,2,77,74,0,228,9894,10045,151,0
18010ref1,9964,10276,JUNC00000073,1,+,9964,10276,255;0;0,2,29,121,0,191,9993,10155,162,0
16752ref1,197,534,JUNC00000001,21,-,197,534,255;0;0,2,34,150,0,187,231,384,153,0
16752ref1,281,9223,JUNC00000002,1,+,281,9223,255;0;0,2,43,108,0,8834,324,9115,8791,0
16752ref1,628,1060,JUNC00000003,1,+,628,1060,255;0;0,2,28,45,0,387,656,1015,359,0
16752ref1,510,693,JUNC00000004,921,-,510,693,255;0;0,2,150,24,0,159,660,669,9,0
16752ref1,651,878,JUNC00000005,35,+,651,878,255;0;0,2,23,148,0,79,674,730,56,0
16752ref1,549,885,JUNC00000006,583,+,549,885,255;0;0,2,125,140,0,196,674,745,71,0
16752ref1,599,915,JUNC00000007,72,-,599,915,255;0;0,2,145,130,0,186,744,785,41,0
16752ref1,676,3971,JUNC00000008,142,+,676,3971,255;0;0,2,88,77,0,3218,764,3894,3130,0
16752ref1,729,970,JUNC00000009,131,+,729,970,255;0;0,2,149,60,0,181,878,910,32,0
16752ref1,826,1124,JUNC00000010,8,+,826,1124,255;0;0,2,143,148,0,150,969,976,7,0
16752ref1,925,1145,JUNC00000011,3,+,925,1145,255;0;0,2,44,123,0,97,969,1022,53,0
16752ref1,989,10137,JUNC00000012,3,+,989,10137,255;0;0,2,26,126,0,9022,1015,10011,8996,0
16752ref1,955,1307,JUNC00000013,493,-,955,1307,255;0;0,2,146,149,0,203,1101,1158,57,0
16752ref1,963,1287,JUNC00000014,3,+,963,1287,255;0;0,2,148,150,0,174,1111,1137,26,0
16752ref1,964,1270,JUNC00000015,6,+,964,1270,255;0;0,2,150,150,0,156,1114,1120,6,0
16752ref1,1005,1250,JUNC00000016,21,-,1005,1250,255;0;0,2,145,92,0,153,1150,1158,8,0
16752ref1,1159,1818,JUNC00000017,230,+,1159,1818,255;0;0,2,149,140,0,519,1308,1678,370,0
16752ref1,1418,1868,JUNC00000018,286,+,1418,1868,255;0;0,2,150,149,0,301,1568,1719,151,0
16752ref1,1606,1972,JUNC00000019,290,-,1606,1972,255;0;0,2,145,146,0,220,1751,1826,75,0
16752ref1,1656,2034,JUNC00000020,199,+,1656,2034,255;0;0,2,144,149,0,229,1800,1885,85,0
16752ref1,1752,2062,JUNC00000021,258,-,1752,2062,255;0;0,2,74,150,0,160,1826,1912,86,0
16752ref1,1806,2068,JUNC00000022,21,+,1806,2068,255;0;0,2,51,150,0,112,1857,1918,61,0
16752ref1,2169,2640,JUNC00000023,639,-,2169,2640,255;0;0,2,150,147,0,324,2319,2493,174,0
16752ref1,2172,2473,JUNC00000024,679,+,2172,2473,255;0;0,2,150,146,0,155,2322,2327,5,0
16752ref1,2177,2622,JUNC00000025,1938,+,2177,2622,255;0;0,2,150,121,0,324,2327,2501,174,0
16752ref1,2240,2556,JUNC00000026,12,+,2240,2556,255;0;0,2,148,149,0,167,2388,2407,19,0
16752ref1,2450,2781,JUNC00000027,124,-,2450,2781,255;0;0,2,148,148,0,183,2598,2633,35,0
16752ref1,2677,2981,JUNC00000028,2,-,2677,2981,255;0;0,2,143,149,0,155,2820,2832,12,0
16752ref1,2821,2991,JUNC00000029,57,+,2821,2991,255;0;0,2,9,149,0,21,2830,2842,12,0
16752ref1,2697,3009,JUNC00000030,32,+,2697,3009,255;0;0,2,149,147,0,165,2846,2862,16,0
16752ref1,2717,3030,JUNC00000031,14,+,2717,3030,255;0;0,2,148,149,0,164,2865,2881,16,0
16752ref1,2852,3129,JUNC00000032,2,+,2852,3129,255;0;0,2,69,82,0,195,2921,3047,126,0
16752ref1,2948,3138,JUNC00000033,11,+,2948,3138,255;0;0,2,8,149,0,41,2956,2989,33,0
16752ref1,3023,3327,JUNC00000034,62,+,3023,3327,255;0;0,2,124,149,0,155,3147,3178,31,0
16752ref1,3023,3346,JUNC00000035,77,+,3023,3346,255;0;0,2,148,150,0,173,3171,3196,25,0
16752ref1,3048,3212,JUNC00000036,10,-,3048,3212,255;0;0,2,149,8,0,156,3197,3204,7,0
16752ref1,3181,3433,JUNC00000037,14,-,3181,3433,255;0;0,2,76,149,0,103,3257,3284,27,0
16752ref1,3647,3844,JUNC00000038,3,+,3647,3844,255;0;0,2,19,149,0,48,3666,3695,29,0
16752ref1,3573,3930,JUNC00000039,620,-,3573,3930,255;0;0,2,150,148,0,209,3723,3782,59,0
16752ref1,3912,4262,JUNC00000040,2,+,3912,4262,255;0;0,2,149,147,0,203,4061,4115,54,0
16752ref1,3960,4268,JUNC00000041,1711,-,3960,4268,255;0;0,2,147,150,0,158,4107,4118,11,0
16752ref1,4130,4418,JUNC00000042,6,+,4130,4418,255;0;0,2,127,147,0,141,4257,4271,14,0
16752ref1,4217,4674,JUNC00000043,23,+,4217,4674,255;0;0,2,147,101,0,356,4364,4573,209,0
16752ref1,4225,4564,JUNC00000044,9,+,4225,4564,255;0;0,2,147,150,0,189,4372,4414,42,0
16752ref1,4388,4705,JUNC00000045,1350,-,4388,4705,255;0;0,2,109,150,0,167,4497,4555,58,0
16752ref1,4504,4674,JUNC00000046,1,+,4504,4674,255;0;0,2,25,10,0,160,4529,4664,135,0
16752ref1,4408,4694,JUNC00000047,1,-,4408,4694,255;0;0,2,131,20,0,266,4539,4674,135,0
16752ref1,4731,4933,JUNC00000048,1552,+,4731,4933,255;0;0,2,34,150,0,52,4765,4783,18,0
16752ref1,5077,10423,JUNC00000049,1,+,5077,10423,255;0;0,2,11,140,0,5206,5088,10283,5195,0
16752ref1,6711,6890,JUNC00000050,111,+,6711,6890,255;0;0,2,9,148,0,31,6720,6742,22,0
16752ref1,6855,7159,JUNC00000051,2322,-,6855,7159,255;0;0,2,150,148,0,156,7005,7011,6,0
16752ref1,6946,7641,JUNC00000052,3,+,6946,7641,255;0;0,2,127,147,0,548,7073,7494,421,0
16752ref1,7255,7436,JUNC00000053,3,+,7255,7436,255;0;0,2,26,149,0,32,7281,7287,6,0
16752ref1,7220,7543,JUNC00000054,109,-,7220,7543,255;0;0,2,115,147,0,176,7335,7396,61,0
16752ref1,7673,7884,JUNC00000055,2,+,7673,7884,255;0;0,2,26,17,0,194,7699,7867,168,0
16752ref1,7675,7980,JUNC00000056,2,-,7675,7980,255;0;0,2,77,74,0,231,7752,7906,154,0
16752ref1,7757,8053,JUNC00000057,677,+,7757,8053,255;0;0,2,22,150,0,146,7779,7903,124,0
16752ref1,7736,8005,JUNC00000058,20,-,7736,8005,255;0;0,2,61,148,0,121,7797,7857,60,0
16752ref1,7694,8143,JUNC00000059,59,+,7694,8143,255;0;0,2,143,149,0,300,7837,7994,157,0
16752ref1,7714,7872,JUNC00000060,1,+,7714,7872,255;0;0,2,143,8,0,150,7857,7864,7,0
16752ref1,7788,7935,JUNC00000061,2,+,7788,7935,255;0;0,2,69,68,0,79,7857,7867,10,0
16752ref1,7718,8021,JUNC00000062,5,+,7718,8021,255;0;0,2,148,148,0,155,7866,7873,7,0
16752ref1,7725,7997,JUNC00000063,93,-,7725,7997,255;0;0,2,150,117,0,155,7875,7880,5,0
16752ref1,7962,8279,JUNC00000064,662,-,7962,8279,255;0;0,2,150,150,0,167,8112,8129,17,0
16752ref1,7966,8281,JUNC00000065,58,-,7966,8281,255;0;0,2,149,150,0,165,8115,8131,16,0
16752ref1,8374,8583,JUNC00000066,1,+,8374,8583,255;0;0,2,114,37,0,172,8488,8546,58,0
16752ref1,8780,9050,JUNC00000067,1,-,8780,9050,255;0;0,2,29,122,0,148,8809,8928,119,0
16752ref1,8771,9231,JUNC00000068,31,+,8771,9231,255;0;0,2,150,148,0,312,8921,9083,162,0
16752ref1,8773,9078,JUNC00000069,744,+,8773,9078,255;0;0,2,150,150,0,155,8923,8928,5,0
16752ref1,8820,9110,JUNC00000070,432,+,8820,9110,255;0;0,2,150,133,0,157,8970,8977,7,0
16752ref1,9036,9196,JUNC00000071,1,+,9036,9196,255;0;0,2,143,8,0,152,9179,9188,9,0
16752ref1,9531,9689,JUNC00000072,1,+,9531,9689,255;0;0,2,108,43,0,115,9639,9646,7,0
16752ref1,9707,9972,JUNC00000073,53,+,9707,9972,255;0;0,2,68,149,0,116,9775,9823,48,0
16752ref1,9659,9972,JUNC00000074,1424,-,9659,9972,255;0;0,2,150,148,0,165,9809,9824,15,0
16752ref1,9690,10023,JUNC00000075,5,-,9690,10023,255;0;0,2,148,150,0,183,9838,9873,35,0
16752ref1,9986,10229,JUNC00000076,1,+,9986,10229,255;0;0,2,122,29,0,214,10108,10200,92,0
17379ref1,256,430,JUNC00000001,30,-,256,430,255;0;0,2,8,149,0,25,264,281,17,0
17379ref1,244,443,JUNC00000002,3,+,244,443,255;0;0,2,31,129,0,70,275,314,39,0
17379ref1,296,595,JUNC00000003,67,+,296,595,255;0;0,2,146,146,0,153,442,449,7,0
17379ref1,304,575,JUNC00000004,67,+,304,575,255;0;0,2,150,112,0,159,454,463,9,0
17379ref1,525,707,JUNC00000005,24,+,525,707,255;0;0,2,27,149,0,33,552,558,6,0
17379ref1,472,818,JUNC00000006,37,-,472,818,255;0;0,2,123,149,0,197,595,669,74,0
17379ref1,480,779,JUNC00000007,61,+,480,779,255;0;0,2,147,146,0,153,627,633,6,0
17379ref1,612,1123,JUNC00000008,10,+,612,1123,255;0;0,2,44,121,0,390,656,1002,346,0
17379ref1,559,1044,JUNC00000009,22,+,559,1044,255;0;0,2,97,29,0,456,656,1015,359,0
17379ref1,652,833,JUNC00000010,8,+,652,833,255;0;0,2,22,147,0,34,674,686,12,0
17379ref1,528,838,JUNC00000011,37,+,528,838,255;0;0,2,146,144,0,166,674,694,20,0
17379ref1,627,970,JUNC00000012,40,+,627,970,255;0;0,2,47,144,0,199,674,826,152,0
17379ref1,528,1059,JUNC00000013,135,+,528,1059,255;0;0,2,146,145,0,386,674,914,240,0
17379ref1,687,1025,JUNC00000014,10,+,687,1025,255;0;0,2,23,150,0,188,710,875,165,0
17379ref1,574,1020,JUNC00000015,2,+,574,1020,255;0;0,2,149,149,0,297,723,871,148,0
17379ref1,741,819,JUNC00000016,26,+,741,819,255;0;0,2,23,26,0,52,764,793,29,0
17379ref1,745,951,JUNC00000017,23,+,745,951,255;0;0,2,19,139,0,67,764,812,48,0
17379ref1,746,993,JUNC00000018,50,-,746,993,255;0;0,2,24,148,0,99,770,845,75,0
17379ref1,734,994,JUNC00000019,1,+,734,994,255;0;0,2,49,102,0,158,783,892,109,0
17379ref1,698,888,JUNC00000020,20,-,698,888,255;0;0,2,87,28,0,162,785,860,75,0
17379ref1,696,1013,JUNC00000021,6,+,696,1013,255;0;0,2,147,149,0,168,843,864,21,0
17379ref1,696,1027,JUNC00000022,12,+,696,1027,255;0;0,2,147,149,0,182,843,878,35,0
17379ref1,842,1028,JUNC00000023,21,+,842,1028,255;0;0,2,25,150,0,36,867,878,11,0
17379ref1,812,1148,JUNC00000024,7,+,812,1148,255;0;0,2,66,146,0,190,878,1002,124,0
17379ref1,922,993,JUNC00000025,5,+,922,993,255;0;0,2,31,27,0,44,953,966,13,0
17379ref1,824,1125,JUNC00000026,21,+,824,1125,255;0;0,2,145,149,0,152,969,976,7,0
17379ref1,945,1277,JUNC00000027,9,+,945,1277,255;0;0,2,150,149,0,183,1095,1128,33,0
17379ref1,955,1232,JUNC00000028,661,-,955,1232,255;0;0,2,146,74,0,203,1101,1158,57,0
17379ref1,966,1285,JUNC00000029,2,+,966,1285,255;0;0,2,145,148,0,171,1111,1137,26,0
17379ref1,978,1293,JUNC00000030,34,+,978,1293,255;0;0,2,149,146,0,169,1127,1147,20,0
17379ref1,1000,1304,JUNC00000031,9,-,1000,1304,255;0;0,2,150,149,0,155,1150,1155,5,0
17379ref1,1001,1214,JUNC00000032,92,-,1001,1214,255;0;0,2,149,56,0,157,1150,1158,8,0
17379ref1,1202,1391,JUNC00000033,3,+,1202,1391,255;0;0,2,148,23,0,166,1350,1368,18,0
17379ref1,1236,1755,JUNC00000034,17,+,1236,1755,255;0;0,2,150,149,0,370,1386,1606,220,0
17379ref1,1284,1673,JUNC00000035,110,+,1284,1673,255;0;0,2,127,125,0,264,1411,1548,137,0
17379ref1,1469,1940,JUNC00000036,49,+,1469,1940,255;0;0,2,126,147,0,324,1595,1793,198,0
17379ref1,1600,1801,JUNC00000037,6,+,1600,1801,255;0;0,2,24,149,0,52,1624,1652,28,0
17379ref1,1653,1925,JUNC00000038,42,+,1653,1925,255;0;0,2,33,148,0,124,1686,1777,91,0
17379ref1,1663,1924,JUNC00000039,16,+,1663,1924,255;0;0,2,26,147,0,114,1689,1777,88,0
17379ref1,1682,1942,JUNC00000040,18,+,1682,1942,255;0;0,2,28,149,0,111,1710,1793,83,0
17379ref1,1606,2121,JUNC00000041,57,+,1606,2121,255;0;0,2,143,149,0,366,1749,1972,223,0
17379ref1,1767,2056,JUNC00000042,51,-,1767,2056,255;0;0,2,59,144,0,145,1826,1912,86,0
17379ref1,1719,2041,JUNC00000043,2,-,1719,2041,255;0;0,2,119,146,0,176,1838,1895,57,0
17379ref1,1902,2502,JUNC00000044,109,-,1902,2502,255;0;0,2,145,148,0,452,2047,2354,307,0
17379ref1,2217,2473,JUNC00000045,2,+,2217,2473,255;0;0,2,8,146,0,110,2225,2327,102,0
17379ref1,2154,2477,JUNC00000046,175,+,2154,2477,255;0;0,2,144,150,0,173,2298,2327,29,0
17379ref1,2169,2489,JUNC00000047,574,-,2169,2489,255;0;0,2,150,150,0,170,2319,2339,20,0
17379ref1,2291,2812,JUNC00000048,1,+,2291,2812,255;0;0,2,36,115,0,406,2327,2697,370,0
17379ref1,2240,2556,JUNC00000049,7,+,2240,2556,255;0;0,2,148,149,0,167,2388,2407,19,0
17379ref1,2239,2574,JUNC00000050,7,-,2239,2574,255;0;0,2,149,150,0,185,2388,2424,36,0
17379ref1,2385,2631,JUNC00000051,9,+,2385,2631,255;0;0,2,8,145,0,101,2393,2486,93,0
17379ref1,2402,2664,JUNC00000052,6,-,2402,2664,255;0;0,2,26,149,0,113,2428,2515,87,0
17379ref1,2314,2644,JUNC00000053,19,+,2314,2644,255;0;0,2,148,147,0,183,2462,2497,35,0
17379ref1,2354,2769,JUNC00000054,14,-,2354,2769,255;0;0,2,139,148,0,267,2493,2621,128,0
17379ref1,2354,2995,JUNC00000055,51,-,2354,2995,255;0;0,2,139,147,0,494,2493,2848,355,0
17379ref1,2396,2780,JUNC00000056,6,-,2396,2780,255;0;0,2,148,144,0,240,2544,2636,92,0
17379ref1,2492,2722,JUNC00000057,32,+,2492,2722,255;0;0,2,73,144,0,86,2565,2578,13,0
17379ref1,2435,2831,JUNC00000058,28,+,2435,2831,255;0;0,2,145,134,0,262,2580,2697,117,0
17379ref1,2450,2780,JUNC00000059,85,-,2450,2780,255;0;0,2,148,147,0,183,2598,2633,35,0
17379ref1,2599,2961,JUNC00000060,28,+,2599,2961,255;0;0,2,53,145,0,217,2652,2816,164,0
17379ref1,2651,2893,JUNC00000061,202,+,2651,2893,255;0;0,2,19,142,0,100,2670,2751,81,0
17379ref1,2651,2846,JUNC00000062,51,+,2651,2846,255;0;0,2,34,149,0,46,2685,2697,12,0
17379ref1,2685,2989,JUNC00000063,9,+,2685,2989,255;0;0,2,24,149,0,155,2709,2840,131,0
17379ref1,2659,2989,JUNC00000064,35,+,2659,2989,255;0;0,2,147,149,0,181,2806,2840,34,0
17379ref1,2668,2981,JUNC00000065,7,-,2668,2981,255;0;0,2,148,149,0,164,2816,2832,16,0
17379ref1,2666,2988,JUNC00000066,7,-,2666,2988,255;0;0,2,150,148,0,174,2816,2840,24,0
17379ref1,2666,2992,JUNC00000067,9,-,2666,2992,255;0;0,2,150,149,0,177,2816,2843,27,0
17379ref1,2773,3010,JUNC00000068,70,+,2773,3010,255;0;0,2,50,148,0,89,2823,2862,39,0
17379ref1,2824,3009,JUNC00000069,17,+,2824,3009,255;0;0,2,22,147,0,38,2846,2862,16,0
17379ref1,2715,3030,JUNC00000070,32,+,2715,3030,255;0;0,2,150,149,0,166,2865,2881,16,0
17379ref1,2948,3126,JUNC00000071,100,+,2948,3126,255;0;0,2,8,149,0,29,2956,2977,21,0
17379ref1,2882,3139,JUNC00000072,10,+,2882,3139,255;0;0,2,74,150,0,107,2956,2989,33,0
17379ref1,2959,3141,JUNC00000073,105,+,2959,3141,255;0;0,2,23,147,0,35,2982,2994,12,0
17379ref1,2883,3231,JUNC00000074,3,+,2883,3231,255;0;0,2,150,145,0,203,3033,3086,53,0
17379ref1,3023,3346,JUNC00000075,64,+,3023,3346,255;0;0,2,148,150,0,173,3171,3196,25,0
17379ref1,3248,3433,JUNC00000076,6,-,3248,3433,255;0;0,2,9,149,0,36,3257,3284,27,0
17379ref1,3793,4048,JUNC00000077,3,-,3793,4048,255;0;0,2,61,90,0,165,3854,3958,104,0
17379ref1,3868,4164,JUNC00000078,52,-,3868,4164,255;0;0,2,51,149,0,147,3919,4015,96,0
17379ref1,3942,4220,JUNC00000079,216,+,3942,4220,255;0;0,2,117,145,0,133,4059,4075,16,0
17379ref1,4004,4389,JUNC00000080,18,-,4004,4389,255;0;0,2,103,149,0,236,4107,4240,133,0
17379ref1,3975,4280,JUNC00000081,144,+,3975,4280,255;0;0,2,145,150,0,155,4120,4130,10,0
17379ref1,4045,4389,JUNC00000082,22,-,4045,4389,255;0;0,2,146,149,0,195,4191,4240,49,0
17379ref1,4198,4394,JUNC00000083,9,+,4198,4394,255;0;0,2,25,147,0,49,4223,4247,24,0
17379ref1,4227,4407,JUNC00000084,7,-,4227,4407,255;0;0,2,19,150,0,30,4246,4257,11,0
17379ref1,4132,4418,JUNC00000085,12,+,4132,4418,255;0;0,2,125,147,0,139,4257,4271,14,0
17379ref1,4161,4444,JUNC00000086,19,+,4161,4444,255;0;0,2,96,149,0,134,4257,4295,38,0
17379ref1,4130,4467,JUNC00000087,10,+,4130,4467,255;0;0,2,149,146,0,191,4279,4321,42,0
17379ref1,4300,4510,JUNC00000088,12,+,4300,4510,255;0;0,2,31,149,0,61,4331,4361,30,0
17379ref1,4223,4531,JUNC00000089,56,-,4223,4531,255;0;0,2,129,149,0,159,4352,4382,30,0
17379ref1,4354,4508,JUNC00000090,1,+,4354,4508,255;0;0,2,8,100,0,54,4362,4408,46,0
17379ref1,4423,4638,JUNC00000091,2,-,4423,4638,255;0;0,2,20,146,0,69,4443,4492,49,0
17379ref1,4415,4688,JUNC00000092,2,-,4415,4688,255;0;0,2,117,149,0,124,4532,4539,7,0
17379ref1,4395,4793,JUNC00000093,3,-,4395,4793,255;0;0,2,144,119,0,279,4539,4674,135,0
17379ref1,4742,4933,JUNC00000094,1809,+,4742,4933,255;0;0,2,23,150,0,41,4765,4783,18,0
17379ref1,4939,5158,JUNC00000095,2,-,4939,5158,255;0;0,2,26,146,0,73,4965,5012,47,0
17379ref1,4836,5151,JUNC00000096,3,-,4836,5151,255;0;0,2,144,149,0,166,4980,5002,22,0
17379ref1,5399,5710,JUNC00000097,1357,+,5399,5710,255;0;0,2,150,147,0,164,5549,5563,14,0
17379ref1,5407,5713,JUNC00000098,18,-,5407,5713,255;0;0,2,150,150,0,156,5557,5563,6,0
17379ref1,5519,5778,JUNC00000099,14,-,5519,5778,255;0;0,2,81,145,0,114,5600,5633,33,0
17379ref1,5633,6006,JUNC00000100,16,-,5633,6006,255;0;0,2,143,149,0,224,5776,5857,81,0
17379ref1,5701,5987,JUNC00000101,42,+,5701,5987,255;0;0,2,140,133,0,153,5841,5854,13,0
17379ref1,5696,6128,JUNC00000102,12,+,5696,6128,255;0;0,2,148,148,0,284,5844,5980,136,0
17379ref1,5728,6033,JUNC00000103,10,+,5728,6033,255;0;0,2,150,149,0,156,5878,5884,6,0
17379ref1,5825,6142,JUNC00000104,8,+,5825,6142,255;0;0,2,149,150,0,167,5974,5992,18,0
17379ref1,5952,6157,JUNC00000105,3,+,5952,6157,255;0;0,2,24,150,0,55,5976,6007,31,0
17379ref1,5949,6339,JUNC00000106,67,+,5949,6339,255;0;0,2,117,136,0,254,6066,6203,137,0
17379ref1,6101,9992,JUNC00000107,938,-,6101,9992,255;0;0,2,148,141,0,3750,6249,9851,3602,0
17379ref1,6441,6825,JUNC00000108,746,+,6441,6825,255;0;0,2,150,149,0,235,6591,6676,85,0
17379ref1,6546,6824,JUNC00000109,119,+,6546,6824,255;0;0,2,58,74,0,204,6604,6750,146,0
17379ref1,6484,7157,JUNC00000110,131,-,6484,7157,255;0;0,2,145,146,0,527,6629,7011,382,0
17379ref1,6656,6887,JUNC00000111,17,-,6656,6887,255;0;0,2,38,145,0,86,6694,6742,48,0
17379ref1,6711,6889,JUNC00000112,23,+,6711,6889,255;0;0,2,9,147,0,31,6720,6742,22,0
17379ref1,6582,6907,JUNC00000113,6,-,6582,6907,255;0;0,2,147,149,0,176,6729,6758,29,0
17379ref1,6650,7405,JUNC00000114,36,+,6650,7405,255;0;0,2,145,148,0,607,6795,7257,462,0
17379ref1,6855,7108,JUNC00000115,1191,-,6855,7108,255;0;0,2,150,39,0,214,7005,7069,64,0
17379ref1,6928,7640,JUNC00000116,2,+,6928,7640,255;0;0,2,145,146,0,566,7073,7494,421,0
17379ref1,6968,7338,JUNC00000117,4,+,6968,7338,255;0;0,2,147,149,0,221,7115,7189,74,0
17379ref1,6970,7284,JUNC00000118,7,-,6970,7284,255;0;0,2,148,150,0,164,7118,7134,16,0
17379ref1,6989,7290,JUNC00000119,77,+,6989,7290,255;0;0,2,148,148,0,153,7137,7142,5,0
17379ref1,7100,7840,JUNC00000120,99,+,7100,7840,255;0;0,2,143,141,0,599,7243,7699,456,0
17379ref1,7126,7427,JUNC00000121,3,+,7126,7427,255;0;0,2,146,150,0,151,7272,7277,5,0
17379ref1,7154,7491,JUNC00000122,4,-,7154,7491,255;0;0,2,147,149,0,188,7301,7342,41,0
17379ref1,7157,7482,JUNC00000123,9,+,7157,7482,255;0;0,2,149,149,0,176,7306,7333,27,0
17379ref1,7179,7526,JUNC00000124,94,-,7179,7526,255;0;0,2,146,150,0,197,7325,7376,51,0
17379ref1,7312,7671,JUNC00000125,4,+,7312,7671,255;0;0,2,62,88,0,271,7374,7583,209,0
17379ref1,7280,7531,JUNC00000126,2,-,7280,7531,255;0;0,2,149,96,0,155,7429,7435,6,0
17379ref1,7415,7713,JUNC00000127,1,-,7415,7713,255;0;0,2,21,86,0,212,7436,7627,191,0
17379ref1,7362,7725,JUNC00000128,91,-,7362,7725,255;0;0,2,149,147,0,216,7511,7578,67,0
17379ref1,7385,7701,JUNC00000129,3,-,7385,7701,255;0;0,2,145,145,0,171,7530,7556,26,0
17379ref1,7425,7596,JUNC00000130,4,-,7425,7596,255;0;0,2,148,18,0,153,7573,7578,5,0
17379ref1,7571,7804,JUNC00000131,5,+,7571,7804,255;0;0,2,89,108,0,125,7660,7696,36,0
17379ref1,7555,8006,JUNC00000132,13,+,7555,8006,255;0;0,2,144,139,0,312,7699,7867,168,0
17379ref1,7551,7971,JUNC00000133,132,+,7551,7971,255;0;0,2,148,98,0,322,7699,7873,174,0
17379ref1,7765,7897,JUNC00000134,2,-,7765,7897,255;0;0,2,11,48,0,84,7776,7849,73,0
17379ref1,7695,8035,JUNC00000135,19,+,7695,8035,255;0;0,2,145,150,0,190,7840,7885,45,0
17379ref1,7830,7995,JUNC00000136,3,+,7830,7995,255;0;0,2,27,128,0,37,7857,7867,10,0
17379ref1,7710,8064,JUNC00000137,3,-,7710,8064,255;0;0,2,147,148,0,206,7857,7916,59,0
